"filename", "language", "JavaScript", "CSS", "HTML", "JSON", "comment", "blank", "total"
"/Users/kamrantailor/Documents/Programing/pumpkinPie/public/src/icons/Spotify Link_files/content.css", "CSS", 0, 53, 0, 0, 0, 8, 61
"/Users/kamrantailor/Documents/Programing/pumpkinPie/public/src/icons/Spotify Link_files/extra.css", "CSS", 0, 36, 0, 0, 0, 6, 42
"/Users/kamrantailor/Documents/Programing/pumpkinPie/public/src/icons/Spotify Link_files/getRecomdations.js", "JavaScript", 73, 0, 0, 0, 0, 11, 84
"/Users/kamrantailor/Documents/Programing/pumpkinPie/public/src/icons/Spotify Link_files/global.css", "CSS", 0, 184, 0, 0, 8, 33, 225
"/Users/kamrantailor/Documents/Programing/pumpkinPie/public/src/icons/Spotify Link_files/globalPrivilaged.js", "JavaScript", 117, 0, 0, 0, 3, 14, 134
"/Users/kamrantailor/Documents/Programing/pumpkinPie/public/src/icons/Spotify Link_files/helper.js", "JavaScript", 23, 0, 0, 0, 0, 5, 28
"/Users/kamrantailor/Documents/Programing/pumpkinPie/public/src/icons/Spotify Link_files/index.html", "HTML", 0, 0, 7, 0, 1, 3, 11
"/Users/kamrantailor/Documents/Programing/pumpkinPie/public/src/icons/Spotify Link_files/index.js", "JavaScript", 4, 0, 0, 0, 15, 1, 20
"/Users/kamrantailor/Documents/Programing/pumpkinPie/public/src/icons/Spotify Link_files/itemsPopUp.js", "JavaScript", 23, 0, 0, 0, 0, 2, 25
"/Users/kamrantailor/Documents/Programing/pumpkinPie/public/src/icons/Spotify Link_files/playerControlls.js", "JavaScript", 36, 0, 0, 0, 11, 10, 57
"/Users/kamrantailor/Documents/Programing/pumpkinPie/public/src/icons/Spotify Link_files/popUp.js", "JavaScript", 20, 0, 0, 0, 1, 3, 24
"/Users/kamrantailor/Documents/Programing/pumpkinPie/public/src/icons/Spotify Link_files/progress.js", "JavaScript", 52, 0, 0, 0, 1, 10, 63
"/Users/kamrantailor/Documents/Programing/pumpkinPie/public/src/icons/Spotify Link_files/queue.js", "JavaScript", 54, 0, 0, 0, 0, 5, 59
"/Users/kamrantailor/Documents/Programing/pumpkinPie/public/src/icons/Spotify Link_files/script.js", "JavaScript", 85, 0, 0, 0, 5, 15, 105
"/Users/kamrantailor/Documents/Programing/pumpkinPie/public/src/icons/Spotify Link_files/search.css", "CSS", 0, 98, 0, 0, 0, 24, 122
"/Users/kamrantailor/Documents/Programing/pumpkinPie/public/src/icons/Spotify Link_files/search.js", "JavaScript", 91, 0, 0, 0, 3, 18, 112
"/Users/kamrantailor/Documents/Programing/pumpkinPie/public/src/icons/Spotify Link_files/setPlayer.js", "JavaScript", 51, 0, 0, 0, 0, 11, 62
"/Users/kamrantailor/Documents/Programing/pumpkinPie/public/src/icons/Spotify Link_files/spotify-player.js", "JavaScript", 1, 0, 0, 0, 1, 1, 3
"/Users/kamrantailor/Documents/Programing/pumpkinPie/public/src/icons/Spotify Link_files/style.css", "CSS", 0, 155, 0, 0, 0, 25, 180
"/Users/kamrantailor/Documents/Programing/pumpkinPie/rainbowLogic/main.js", "JavaScript", 9, 0, 0, 0, 1, 4, 14
"/Users/kamrantailor/Documents/Programing/pumpkinPie/rainbowLogic/public/global.js", "JavaScript", 47, 0, 0, 0, 2, 10, 59
"/Users/kamrantailor/Documents/Programing/pumpkinPie/rainbowLogic/public/home.css", "CSS", 0, 161, 0, 0, 5, 30, 196
"/Users/kamrantailor/Documents/Programing/pumpkinPie/rainbowLogic/public/index.html", "HTML", 0, 0, 101, 0, 6, 18, 125
"/Users/kamrantailor/Documents/Programing/pumpkinPie/rainbowLogic/public/projects/index.html", "HTML", 0, 0, 35, 0, 0, 4, 39
"/Users/kamrantailor/Documents/Programing/pumpkinPie/rainbowLogic/public/projects/ping-pong/index.html", "HTML", 0, 0, 32, 0, 0, 2, 34
"/Users/kamrantailor/Documents/Programing/pumpkinPie/rainbowLogic/public/projects/ping-pong/sketch.js", "JavaScript", 138, 0, 0, 0, 10, 31, 179
"/Users/kamrantailor/Documents/Programing/pumpkinPie/rainbowLogic/public/projects/projects.css", "CSS", 0, 22, 0, 0, 0, 3, 25
"/Users/kamrantailor/Documents/Programing/pumpkinPie/rainbowLogic/public/style.css", "CSS", 0, 192, 0, 0, 4, 30, 226
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/admin/deleteUser.js", "JavaScript", 19, 0, 0, 0, 0, 6, 25
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/admin/editUser.js", "JavaScript", 32, 0, 0, 0, 0, 8, 40
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/admin/getUsers.js", "JavaScript", 19, 0, 0, 0, 1, 7, 27
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/admin/spotifyAdmin.js", "JavaScript", 28, 0, 0, 0, 0, 9, 37
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/app/authentication/login.js", "JavaScript", 28, 0, 0, 0, 4, 8, 40
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/app/authentication/signUp.js", "JavaScript", 71, 0, 0, 0, 7, 17, 95
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/app/my-fn/shop.js", "JavaScript", 14, 0, 0, 0, 1, 6, 21
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/app/my-fn/stats.js", "JavaScript", 32, 0, 0, 0, 3, 11, 46
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/app/tube-time/directions.js", "JavaScript", 19, 0, 0, 0, 0, 5, 24
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/app/tube-time/line.js", "JavaScript", 160, 0, 0, 0, 0, 12, 172
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/app/tube-time/nearby.js", "JavaScript", 94, 0, 0, 0, 2, 23, 119
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/app/tube-time/search.js", "JavaScript", 19, 0, 0, 0, 0, 5, 24
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/app/tube-time/status.js", "JavaScript", 14, 0, 0, 0, 1, 6, 21
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/app/tube-time/stoppoint.js", "JavaScript", 19, 0, 0, 0, 0, 8, 27
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/authentication/getUser.js", "JavaScript", 28, 0, 0, 0, 2, 11, 41
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/authentication/getUserService.js", "JavaScript", 29, 0, 0, 0, 2, 11, 42
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/authentication/login.js", "JavaScript", 36, 0, 0, 0, 4, 11, 51
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/authentication/signUp.js", "JavaScript", 71, 0, 0, 0, 7, 17, 95
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/main.js", "JavaScript", 61, 0, 0, 0, 10, 12, 83
